1229103360,21
29264365,148
50619392,148
87557632,148
151450880,148
261968896,154
435480576,154
723915520,148
1252178176,148
8460663,150
14439424,150
24643072,148
42625792,148
73731072,154
122565888,154
203745792,130
401222400,130
790099456,185
1093326592,185
1512927488,172
8796090,172
13091840,172
19485440,172
29001472,140
53031168,140
96971264,184
134916352,184
187709696,138
348215040,138
645964032,138
1198309888,138
1667213568,9
185245952,7
26463707,135
50182912,135
95161600,132
138416832,9
15379648,229
17192960,229
14414976,9
410025984,7
58575140,223
67243008,171
100667648,184
105044352,15
1792756736,11
162977885,11
14816171,201
18870272,201
24033536,229
26866944,11
625266944,9
69474104,250
71141376,250
72848640,239
58522752,9
1664647168,7
237806738,244
249501952,244
261772288,7
37396041,244
39235072,244
1073709056,6
29204767,21
178009984,19
28106838,150
47968768,128
95937536,19
15148032,188
20626944,128
41253888,19
1667525376,211
2023158528,176
11495218,43
205309440,232
226548224,228
254369792,55
1183975680,256
1183975680,130
9107505,95
73626624,39
483292672,244
507060992,170
763574016,170
1149852416,87
39650082,214
47431680,214
56740608,19
8959041,211
10869504,211
13187584,23
440350464,217
519491584,217
612856320,15
122571264,223
140709376,171
210652416,15
42130488,214
50398976,15
10079804,146
17673984,19
714400512,11
64945501,232
71663872,232
79077376,15
15815476,9
449862400,232
496399872,140
907702528,15
181540516,16
45385128,190
61150464,190
61794048,25
12358805,229
13815808,229
11583552,16
741347328,132
1437764352,132
2091293696,16
522823424,184
727406336,184
759032640,25
60722610,36
863610368,100
17272206,400
55270400,141
100348928,139
184815104,145
326294016,48
1305176064,25
261035210,247
270546432,247
1073709056,6
408768640,21
9732587,23
324988672,243
342374656,19
54059168,137
101015552,19
15949824,163
25049856,172
37283328,23
1244938752,154
2069508352,211
9808096,43
58392320,232
64432896,161
102452224,103
763915008,400
22917444,184
31885056,186
43884800,243
46232320,43
825730560,150
1409246720,150
9394978,15
160340736,176
233222656,128
466445312,23
60840690,185
84190208,185
116500992,15
23300208,36
994142208,154
1652599808,154
10731167,15
549435648,146
963393792,15
192678768,25
38535750,134
73620480,134
140647936,19
22207584,36
947523072,185
1311166976,185
1814371584,19
286479723,25
57295940,232
63223040,232
69763328,15
13952672,25
714375680,223
820090368,223
706086720,25
112973872,25
22594770,139
41613312,139
76640256,132
111476736,25
17836276,16
1141521408,135
8455714,135
16034304,131
23500608,25
1203230720,16
300807680,172
447713536,172
666364160,16
166591040,172
247949312,172
276780480,36
15376692,49
160670720,169
973531136,324
18028350,169
27309056,182
38412544,146
67353344,144
89804352,25
17960870,16
1149495296,244
1206027776,244
1265340416,16
316335104,244
331892480,244
1073709056,6
99973760,21
609363840,23
79482240,214
95081472,19
15012864,170
22607360,19
913813248,228
1026035712,128
2052071424,31
66195852,228
74324992,154
123553024,63
1506170112,203
1899406592,130
14610819,111
101091072,576
718868480,141
1305179648,245
1363779328,243
1436738560,43
100237572,232
110606848,228
124189952,15
24837990,172
36967936,172
55021824,27
521688320,214
624075520,217
736236544,15
147247308,214
176146176,32
1409169408,15
281833884,214
337146880,15
67429384,146
118232320,19
18668272,36
663760640,146
1163854080,232
1284252672,15
256850544,25
51370105,223
58971904,223
67698688,15
13539748,25
693233920,190
934041344,190
943873344,25
188774665,175
276150272,175
302976192,25
48476188,239
51924224,217
45942144,25
9188425,212
11095296,212
10048512,25
205793280,49
8399724,144
44798208,400
172024320,195
225837056,182
317660672,250
325284352,144
433712448,25
86742485,16
16264215,186
22385152,16
1432649728,244
1503107840,244
1073709056,6
1399243520,21
33315322,23
1112443392,214
1330773248,19
210122096,170
316419072,19
49960905,163
78466048,172
116786432,43
2085859584,130
16045073,228
18015488,79
175137792,214
209510400,170
315497984,103
784150272,243
826100480,214
988232192,31
95635371,151
162136576,151
274880512,15
54976101,172
81824768,172
121785600,23
15885078,214
19002624,232
20968192,15
1073571072,223
1232440320,171
1845056768,15
369011360,214
441434112,15
88286832,214
105614080,19
16675905,36
592920320,214
709287680,232
782662144,15
156532432,25
25045188,185
34657024,190
46695680,15
9339140,25
478163200,190
644261888,190
651043584,25
104166972,16
26041740,139
47961600,139
88332032,132
128482944,25
25696585,132
49835776,132
72488256,25
14497650,212
17506560,212
15854976,25
324709888,49
13253464,144
70684416,400
226190080,141
410671104,230
457094656,250
468064768,144
624086208,25
99853792,16
24963448,247
25872896,247
26815488,144
1073709056,6
10157137,21
61910144,23
2067260160,130
15902001,128
31803904,19
1285546752,161
2044099072,172
11884296,19
480375552,163
754454784,172
1122909440,31
108668655,151
184232704,151
312341504,47
1701264128,234
1861211904,161
11560322,71
41682176,214
49862656,133
95976192,43
571393024,150
975177216,134
1863024896,19
98053941,148
169606656,172
252437760,23
10975554,36
312193024,161
496406272,176
722045440,190
972861184,15
194572236,214
